amount,type_encoded,location_encoded,time_encoded,channel_encoded,balance_before,balance_after,is_weekend,client_age_group,is_fraud
58546650,1,3,12,1,76398855,134945505,1,0,1
45658856,1,2,5,1,71134228,116793084,0,1,1
22415712,1,3,15,0,10693407,33109119,1,1,0
55561025,0,4,5,0,10690456,-44870569,1,2,1
53229989,0,2,14,0,34935116,-18294873,1,0,1
58496081,0,0,1,0,60656022,2159941,1,1,1
50710288,1,3,0,0,27623734,78334022,0,1,0
58070489,1,1,23,0,92468693,150539182,1,0,1
27424989,0,3,16,1,95986286,68561297,0,2,0
46950962,1,1,5,0,50793175,97744137,1,1,0
15519144,0,2,15,0,66950892,51431748,1,0,0
52697763,0,1,8,1,43714623,-8983140,1,1,1
34400968,0,0,23,0,19145951,-15255017,0,1,1
33384426,0,1,5,1,16649542,-16734884,0,0,0
44754481,0,5,1,1,35278818,-9475663,1,1,0
38278503,0,1,3,0,97700165,59421662,1,1,0
37210406,0,0,18,1,90645558,53435152,1,0,1
38311069,1,1,18,0,16605664,54916733,1,1,1
24646824,1,0,21,0,58174467,82821291,0,2,1
15061215,0,5,10,0,33859876,18798661,0,2,0
6108635,0,5,15,1,67689560,61580925,1,1,0
18432159,0,0,4,0,30685244,12253085,0,1,0
46318096,1,3,20,0,11856751,58174847,1,2,1
418462,0,3,18,1,7953929,7535467,0,0,1
4156953,1,2,16,1,12831493,16988446,0,2,1
44808154,0,0,16,1,3575804,-41232350,0,2,0
25651554,0,2,4,1,75516923,49865369,0,0,0
27183704,1,4,11,0,34563432,61747136,1,2,0
31802370,0,1,6,1,74514552,42712182,0,1,0
28877820,1,3,20,0,46359911,75237731,0,0,1
31082346,1,1,4,0,88415128,119497474,1,0,0
58253188,0,5,10,0,3167357,-55085831,0,0,1
35249419,0,4,3,0,36553718,1304299,0,2,0
53106745,1,2,23,1,69006755,122113500,1,1,1
15087395,1,1,7,0,70143357,85230752,0,2,0
27139301,0,2,4,0,15093735,-12045566,0,1,0
46478470,0,0,11,1,2807154,-43671316,1,2,0
44916485,0,5,19,1,74874023,29957538,0,1,1
52267353,0,3,20,0,61452119,9184766,1,0,1
48717464,0,4,6,0,22617021,-26100443,1,1,0
39967475,1,3,4,0,43322109,83289584,0,0,0
41850215,1,5,13,0,25399984,67250199,1,0,0
17424908,0,1,22,1,85487179,68062271,0,1,1
57782854,0,5,17,1,37732754,-20050100,1,1,1
59567462,0,4,19,0,21726299,-37841163,0,1,1
33249343,0,2,12,1,44869511,11620168,1,1,0
35305020,1,1,16,1,35725156,71030176,0,0,1
11907885,0,5,23,1,39526811,27618926,1,1,1
46710429,1,0,20,0,77237374,123947803,1,2,1
40321459,0,5,4,0,20222618,-20098841,1,1,0
33389734,0,2,19,1,83823445,50433711,1,0,1
25452907,1,4,10,1,95309342,120762249,1,1,1
1320961,1,5,17,0,70348081,71669042,0,1,0
25221023,0,5,16,1,61935108,36714085,0,1,0
849741,1,2,4,1,61962574,62812315,0,2,0
30406422,0,1,6,1,84261060,53854638,1,1,0
25852569,0,0,4,0,45933332,20080763,0,0,0
55757627,1,1,12,1,62746202,118503829,0,2,1
24084282,0,3,19,0,60185487,36101205,1,1,1
54306025,0,3,19,1,70056424,15750399,1,1,1
27397893,1,1,3,1,73028392,100426285,1,1,1
22929311,1,0,1,0,90816689,113746000,0,1,0
48633730,1,2,3,1,32976685,81610415,1,1,1
40981237,0,5,23,1,2603852,-38377385,0,2,1
10880558,1,4,2,0,96106581,106987139,0,1,0
28018795,1,3,4,1,80520862,108539657,0,2,1
11848439,0,0,10,0,63454914,51606475,1,2,1
12606208,0,5,17,1,52575424,39969216,1,2,0
6899476,0,2,8,1,81981296,75081820,1,1,0
15108385,0,3,20,1,85441337,70332952,0,0,1
20746860,1,3,3,0,56652340,77399200,0,1,0
41158313,1,3,1,1,97109224,138267537,0,2,1
44630344,0,3,2,1,66960960,22330616,1,1,0
22617064,1,5,9,0,36337375,58954439,1,0,0
30009525,1,5,3,1,89978359,119987884,1,2,1
47432051,1,4,7,1,23983415,71415466,0,0,1
9742823,1,1,5,0,69801854,79544677,0,0,0
33733166,1,5,5,1,77152872,110886038,0,0,1
29876489,1,3,1,0,66091981,95968470,0,0,0
31242983,0,1,3,1,93138755,61895772,1,2,0
49436296,1,5,8,1,91109567,140545863,1,1,1
2275941,1,3,0,1,48081229,50357170,0,2,0
50137334,0,0,11,1,99649481,49512147,1,1,1
872975,1,3,20,0,48405076,49278051,1,0,1
16331473,0,1,19,0,94938228,78606755,0,1,1
47227325,1,3,21,0,62407499,109634824,1,0,1
31840124,1,4,20,1,90343427,122183551,0,2,1
56786509,1,5,8,0,59576778,116363287,1,1,0
54931007,0,1,9,0,40967550,-13963457,1,1,1
27227955,1,0,7,0,69548728,96776683,1,1,0
33965062,0,2,4,0,83348384,49383322,0,0,0
47721211,1,5,8,0,81956259,129677470,1,2,0
55796472,0,5,13,1,59195046,3398574,1,1,1
42960831,0,5,11,1,25150690,-17810141,1,0,0
46154245,0,1,20,1,91339335,45185090,0,2,1
38155553,1,3,1,1,89040662,127196215,0,1,1
45423926,0,3,0,1,28066364,-17357562,0,2,0
1898949,0,0,23,0,56895842,54996893,1,1,1
18727638,1,2,21,1,177637,18905275,0,0,1
23494064,0,3,23,0,22247944,-1246120,1,2,1
16244879,1,0,14,0,35432793,51677672,0,1,0
41595169,0,2,2,0,34275741,-7319428,0,0,0
58364925,1,5,4,0,76630594,134995519,1,2,0
23123574,1,4,5,0,57880094,81003668,1,1,0
49421011,0,1,17,1,29487034,-19933977,1,2,0
53005992,1,2,17,0,56748760,109754752,0,1,0
43786244,0,1,17,0,7282610,-36503634,0,1,0
40682658,0,2,14,0,19299293,-21383365,1,0,0
47738600,1,5,11,0,89678449,137417049,1,0,0
29004895,1,1,15,0,19048410,48053305,0,1,0
14701562,0,1,17,1,30620561,15918999,1,0,0
13783276,0,4,9,0,81245863,67462587,1,2,0
29391105,1,1,2,0,26971403,56362508,1,1,0
27545067,1,1,12,0,29740657,57285724,0,2,0
27621234,1,3,8,0,40941691,68562925,0,0,1
27747592,1,5,4,1,52317376,80064968,1,0,1
16478606,0,1,11,0,61344503,44865897,0,0,0
16503714,0,3,8,1,73991513,57487799,1,0,0
33441687,1,2,22,0,57491542,90933229,1,1,1
24733998,1,5,3,0,21335448,46069446,0,1,0
33585387,1,1,21,0,34853277,68438664,0,2,1
15131740,1,5,2,0,66410305,81542045,0,0,0
9412168,1,0,23,1,61091424,70503592,0,0,1
8886397,0,2,1,0,3640942,-5245455,0,0,0
3505122,0,0,11,0,18621713,15116591,0,2,0
31071145,1,3,13,0,80142613,111213758,1,1,0
57198490,0,1,4,0,69097084,11898594,0,2,1
667965,0,2,0,1,89543139,88875174,0,1,0
48880516,0,0,15,0,96420999,47540483,1,2,0
59600620,1,4,20,0,8613723,68214343,0,2,1
36492836,1,2,22,0,49858287,86351123,1,1,1
37512369,1,4,11,1,36980790,74493159,1,1,1
29633054,0,3,11,0,47634965,18001911,0,2,0
45178240,1,2,3,0,28800579,73978819,1,1,0
17524365,1,4,14,0,11313566,28837931,0,1,0
1105018,0,1,16,1,74475460,73370442,0,2,0
45118816,0,0,21,1,27791679,-17327137,1,1,1
4084398,0,0,19,1,537699,-3546699,0,1,1
59168701,0,3,23,1,2484544,-56684157,1,0,1
35903049,1,3,10,1,50322297,86225346,0,0,1
11390002,1,2,7,0,99651873,111041875,1,0,0
43459418,1,3,8,0,58177810,101637228,0,2,0
11454826,0,3,17,1,61732507,50277681,1,1,0
58153424,1,4,20,0,36675450,94828874,0,1,1
27967669,0,5,20,0,75736640,47768971,1,1,1
8710631,0,5,16,0,47813656,39103025,0,0,0
42581322,1,5,0,0,29233379,71814701,0,0,0
37187012,1,4,22,1,98674648,135861660,0,2,1
39983419,1,1,21,1,21155182,61138601,0,0,1
20626823,1,2,10,1,91329267,111956090,1,1,1
15593806,0,4,15,1,19003417,3409611,0,1,0
15573652,0,3,16,1,622219,-14951433,1,0,0
57513081,0,4,3,1,42210624,-15302457,0,0,1
23200642,0,2,15,0,33953004,10752362,1,2,1
19646720,1,1,11,0,42956206,62602926,0,0,0
48351237,0,5,1,0,53717761,5366524,1,1,0
42963121,0,5,4,1,20831502,-22131619,1,2,0
35383779,0,2,15,0,89694298,54310519,1,2,0
13474458,1,1,21,0,49912085,63386543,1,2,1
1790547,1,2,22,1,97696552,99487099,0,0,1
43136372,1,1,18,0,60657209,103793581,1,2,1
58195936,1,0,18,0,46392107,104588043,0,1,1
6743292,0,0,3,1,77609387,70866095,1,1,0
55692802,0,2,1,1,89953888,34261086,0,1,1
6690590,1,2,3,0,31053774,37744364,0,1,0
39886952,1,5,22,0,41941097,81828049,0,1,1
59822964,0,1,18,1,90958899,31135935,0,0,1
19700283,1,5,7,0,11426285,31126568,0,2,0
55208674,1,3,21,1,13644189,68852863,1,0,1
21520261,0,1,19,1,32661969,11141708,1,1,1
52453763,0,1,11,1,45123413,-7330350,1,1,1
39249017,0,4,20,1,17551871,-21697146,0,2,1
36736891,1,2,1,0,28607966,65344857,1,0,0
24982906,1,1,1,1,38876303,63859209,0,1,1
48507626,1,4,15,0,72325348,120832974,0,1,0
23990717,0,2,4,1,83191677,59200960,1,0,0
6067596,0,4,22,0,19034972,12967376,1,0,1
30770292,0,0,14,0,47587664,16817372,1,0,0
30761797,0,5,1,0,40217198,9455401,1,1,0
52572875,0,3,9,1,90703660,38130785,0,0,1
32581202,1,3,17,1,16913263,49494465,0,0,1
41009005,0,4,13,0,98690122,57681117,0,0,0
13731883,1,0,7,0,2563741,16295624,0,1,0
51710786,0,5,8,1,74458872,22748086,0,2,1
24415149,1,4,7,0,40473037,64888186,1,1,0
21995294,1,4,23,0,72772356,94767650,1,0,1
12957940,1,3,22,0,88366999,101324939,0,0,1
55109178,0,2,12,0,38853773,-16255405,1,1,1
8178230,0,4,10,0,12350915,4172685,0,2,0
50179663,0,0,22,1,93364939,43185276,0,0,1
19065318,1,1,6,1,7881580,26946898,0,0,1
16971399,1,0,8,1,78597642,95569041,0,2,1
54702778,1,1,17,1,16463292,71166070,1,2,1
44702085,0,3,11,0,20612759,-24089326,0,1,0
56544621,0,5,3,0,30920217,-25624404,0,2,1
34153945,0,3,6,0,7043839,-27110106,0,0,0
20785408,0,3,14,1,53974326,33188918,0,1,0
4815650,0,5,11,1,56736710,51921060,0,0,0
36649270,0,2,20,0,85376344,48727074,0,1,1
55701403,1,2,10,1,68411254,124112657,0,2,1
512034,1,0,9,1,19490377,20002411,0,1,0
2307443,1,2,17,0,10583304,12890747,0,1,0
20572177,1,1,23,0,89353002,109925179,0,1,1
49954269,1,2,12,1,1824255,51778524,0,1,1
54631108,1,2,16,1,34425888,89056996,0,1,1
11710718,1,3,17,0,72297540,84008258,1,0,0
31055789,0,4,17,1,46721145,15665356,1,2,0
32456897,1,2,15,0,175454,32632351,0,2,0
27738573,0,0,11,1,67111108,39372535,1,0,0
32886988,0,4,7,0,60495353,27608365,0,1,0
34600590,1,2,6,0,60203418,94804008,0,2,0
36787473,0,5,10,1,65446730,28659257,0,2,0
4840749,1,4,23,1,64165022,69005771,0,0,1
4997320,0,1,11,0,42607815,37610495,1,1,0
8355621,0,4,12,0,73296130,64940509,0,0,0
15324634,1,1,14,0,811608,16136242,1,0,0
55037014,1,4,6,1,95056099,150093113,1,2,1
37642432,1,0,22,1,82565955,120208387,0,0,1
27674962,1,4,4,1,81347929,109022891,1,2,1
20140024,1,5,9,0,22147171,42287195,0,1,0
48431345,1,5,4,1,70927702,119359047,0,1,1
45681527,1,3,12,0,61795754,107477281,0,1,0
38488842,1,2,2,0,84084953,122573795,1,2,1
2643691,1,1,1,0,16454413,19098104,0,1,0
17394233,1,2,12,0,16749354,34143587,0,2,0
36867068,0,4,4,0,56753925,19886857,0,1,0
29055877,0,1,8,1,21528407,-7527470,1,1,0
30626372,1,1,3,1,41376933,72003305,0,2,1
42266869,1,5,22,1,34965624,77232493,1,1,1
18396166,0,2,7,0,22901002,4504836,0,0,0
381228,0,1,11,1,22451704,22070476,0,0,0
19642049,1,0,11,1,46618214,66260263,0,1,1
4845609,0,0,9,1,62522244,57676635,1,0,0
1108093,0,3,8,1,96995554,95887461,0,2,0
33192979,1,1,9,1,94304952,127497931,0,2,1
41468879,0,3,13,1,10198217,-31270662,0,2,0
56297298,0,3,21,0,91979804,35682506,0,1,1
31757805,0,5,2,1,3195017,-28562788,0,1,0
21601850,1,3,14,0,21631683,43233533,0,1,0
50335354,0,5,12,1,62572394,12237040,1,0,1
10670081,0,2,3,1,37480565,26810484,0,0,0
29307079,0,4,18,0,26528743,-2778336,0,0,1
46846674,0,5,22,0,23649380,-23197294,0,1,1
43688233,1,3,0,0,1819520,45507753,1,1,0
50295873,0,5,16,1,61435170,11139297,0,1,1
36191979,1,2,23,1,46086928,82278907,0,0,1
32035134,1,2,10,1,92588819,124623953,0,2,1
22364993,1,4,22,1,92469665,114834658,1,2,1
59526089,0,2,2,1,83038815,23512726,0,0,1
50867610,0,3,9,0,44695567,-6172043,0,0,1
24848816,1,2,19,1,96566090,121414906,1,2,1
11930115,0,5,16,1,83769972,71839857,0,1,0
6250285,0,0,0,0,12148172,5897887,1,0,0
11314340,0,0,6,1,96860521,85546181,0,1,0
40233357,1,2,9,1,86142492,126375849,1,0,1
25078917,1,0,23,0,29948133,55027050,1,2,1
57627678,1,3,23,0,94775477,152403155,1,0,1
42629880,0,1,11,0,13927536,-28702344,0,0,0
44118409,1,2,21,1,26716965,70835374,0,2,1
10896343,1,5,8,0,47268162,58164505,1,0,0
18578924,1,5,12,1,23026549,41605473,0,2,1
29500581,0,2,23,1,35517331,6016750,0,0,1
47286742,1,4,13,0,21792293,69079035,0,0,0
10182391,1,2,17,1,72622586,82804977,0,0,1
23951071,1,4,15,0,17507052,41458123,1,2,0
47641312,0,0,2,1,46057943,-1583369,1,0,0
30188657,0,5,12,0,93085225,62896568,1,1,0
46137967,1,3,13,1,51643606,97781573,1,2,1
6272207,0,4,16,0,34371749,28099542,0,1,0
35968630,1,3,6,0,11601100,47569730,1,1,0
30697433,1,1,1,0,13858938,44556371,1,0,0
17412422,0,5,8,1,92188866,74776444,1,0,0
5737717,1,1,21,1,90693369,96431086,1,0,1
43137917,1,2,19,1,53574389,96712306,0,0,1
35206256,0,3,16,1,81377186,46170930,1,1,0
8282586,0,0,23,0,24118125,15835539,0,1,1
47157356,0,1,16,0,23714063,-23443293,0,2,0
21611637,0,0,1,1,37869874,16258237,0,0,1
19005885,0,4,9,0,6498625,-12507260,1,0,0
19277723,1,2,16,1,65373026,84650749,0,0,1
51842097,0,4,20,0,88844325,37002228,0,1,1
1046838,0,2,7,1,79672357,78625519,1,1,0
21165858,1,1,18,0,87455893,108621751,0,2,1
17463560,0,2,3,0,3547897,-13915663,1,0,0
3407705,1,3,9,0,51805561,55213266,1,1,0
44888159,0,4,8,0,43630117,-1258042,0,1,0
47275403,0,5,7,0,69068755,21793352,1,0,0
7925498,1,2,13,0,39239705,47165203,1,2,0
34829241,0,2,10,1,20299382,-14529859,0,2,0
35370806,0,3,20,1,79544688,44173882,0,0,1
48809628,0,4,23,0,45084844,-3724784,1,1,1
28480634,1,2,13,1,15498732,43979366,1,0,1
53534866,1,3,7,1,64245514,117780380,0,2,1
7087637,0,2,11,1,61295213,54207576,0,0,0
41537979,1,3,10,1,79289850,120827829,0,1,1
27390583,1,1,14,1,15512706,42903289,1,2,1
3921452,1,5,12,1,92157890,96079342,1,1,1
48061711,0,4,19,0,97012793,48951082,1,0,1
31699896,0,5,11,0,81797670,50097774,1,2,0
21962580,0,4,13,0,87548597,65586017,0,0,0
39368013,0,0,3,1,75106132,35738119,0,2,1
39511689,0,4,7,0,68512162,29000473,0,0,0
57561785,1,3,4,1,54474780,112036565,0,2,1
48278007,0,5,3,1,55021771,6743764,1,1,0
39222826,0,1,6,1,46255383,7032557,1,1,0
9083821,0,0,9,0,26921274,17837453,0,0,0
15080914,1,0,10,0,33640597,48721511,0,2,0
50617956,0,2,14,0,76130744,25512788,0,2,1
47479575,1,2,19,1,86395522,133875097,1,2,1
6947969,0,3,10,1,68355643,61407674,1,1,0
17130723,1,3,7,1,55652099,72782822,0,1,1
52428170,1,5,4,0,52679805,105107975,0,0,0
15208652,1,2,0,1,25009748,40218400,1,1,1
37986491,1,2,13,1,42472048,80458539,0,2,1
5402719,0,3,6,0,93237499,87834780,0,0,0
14399988,0,0,16,1,73332820,58932832,0,2,0
23661319,0,0,15,1,12405452,-11255867,1,0,0
44745724,1,1,12,0,86608759,131354483,1,1,0
3804860,1,1,9,0,82251500,86056360,1,1,0
1168678,1,1,23,0,92388386,93557064,0,2,1
15943055,1,0,23,0,44272270,60215325,1,1,1
47554680,1,1,9,0,19018364,66573044,1,0,0
34308512,0,3,15,0,77588130,43279618,0,0,0
33383770,0,4,10,1,54414119,21030349,1,0,0
36006773,1,5,4,1,78498161,114504934,0,1,1
14391125,1,5,8,1,60652155,75043280,0,0,1
56464488,0,4,3,0,69805927,13341439,1,2,1
58456152,1,3,16,1,973681,59429833,1,0,1
50842724,1,3,10,0,14226399,65069123,1,1,0
8158139,1,0,11,1,51177039,59335178,0,2,1
30757875,1,5,21,1,24767890,55525765,1,0,1
40952894,0,1,4,0,6165272,-34787622,1,2,0
52901287,0,3,8,0,19659121,-33242166,1,2,1
34937827,1,1,21,1,23808474,58746301,1,2,1
39273461,1,4,23,1,2201920,41475381,1,0,1
41722323,0,3,21,1,68730822,27008499,1,2,1
46146208,1,0,10,0,86540340,132686548,0,2,0
26383180,1,1,23,0,28651113,55034293,0,1,1
36309954,1,2,9,1,78963210,115273164,0,0,1
23316043,0,2,6,0,52751007,29434964,1,1,0
32217111,1,5,5,0,26594235,58811346,0,0,0
46840977,1,4,22,0,15813424,62654401,1,1,1
10512197,1,1,16,1,26028544,36540741,1,0,1
35772307,0,0,0,1,32053916,-3718391,0,2,0
13453591,1,1,4,0,25342146,38795737,1,0,0
47841079,1,3,19,0,37635960,85477039,1,2,1
2738551,1,1,1,0,54946007,57684558,1,0,0
28319383,1,0,8,1,82626958,110946341,1,0,1
53327225,0,0,23,1,48413375,-4913850,0,2,1
1027214,1,3,1,0,61998740,63025954,0,2,0
36513981,0,5,13,0,50833493,14319512,0,0,0
26141384,0,1,0,1,48111659,21970275,1,2,0
21203336,1,1,5,0,27066233,48269569,0,0,0
37982790,1,4,21,0,37410681,75393471,0,2,1
4653565,0,4,19,0,96756434,92102869,0,0,1
18520575,0,1,16,0,19544273,1023698,0,0,0
27789619,0,1,17,0,56213189,28423570,1,1,0
58823088,0,3,10,0,73765629,14942541,0,0,1
37632217,0,4,13,1,47373137,9740920,0,0,0
57756097,0,5,13,1,42631293,-15124804,1,1,1
41340356,0,0,12,0,88430088,47089732,0,2,1
19613079,1,0,18,1,61042611,80655690,0,1,1
28944909,1,4,7,0,53142902,82087811,1,1,0
17886827,1,4,8,1,77768556,95655383,1,0,1
58386467,0,0,20,0,72332413,13945946,1,0,1
36541087,0,2,15,1,26343684,-10197403,1,0,0
21307012,0,4,9,1,94593020,73286008,1,2,0
712432,0,5,2,1,3948044,3235612,1,0,0
365254,0,0,14,1,75138486,74773232,1,0,0
7135247,0,0,17,0,96692300,89557053,1,1,0
14568205,0,1,21,0,7527893,-7040312,1,0,1
10754672,1,1,17,0,72396939,83151611,1,2,0
46929919,1,2,10,1,82825401,129755320,1,0,1
1918826,0,4,17,1,28126666,26207840,1,2,1
37961846,0,1,13,0,54816342,16854496,1,1,0
47817996,1,3,15,1,2978194,50796190,1,2,1
35865056,0,0,17,0,4285557,-31579499,1,0,0
7535929,1,4,13,0,68442422,75978351,0,0,0
5765726,1,5,8,0,89547855,95313581,1,1,0
39731327,0,3,5,0,5505216,-34226111,1,0,0
49395529,0,5,1,0,60602998,11207469,0,1,0
53917447,0,0,21,0,77806130,23888683,0,1,1
1086527,1,5,13,1,52523098,53609625,1,1,0
7881440,1,2,16,1,61771636,69653076,1,2,1
43437888,0,5,7,1,59978824,16540936,0,2,0
15378870,1,0,7,0,25793950,41172820,1,2,0
56587925,1,1,1,1,86621652,143209577,0,0,1
27654954,1,5,9,0,81417708,109072662,0,0,0
23248147,0,3,8,1,48900705,25652558,1,1,0
56414425,0,1,20,1,27452362,-28962063,1,2,1
54985082,0,4,21,1,39286450,-15698632,1,1,1
33120007,1,0,18,1,4871223,37991230,0,0,1
22870634,0,2,16,1,82017424,59146790,0,1,0
27972943,0,1,21,0,86396074,58423131,1,1,1
57389274,0,5,17,0,50362560,-7026714,0,2,1
21333699,0,0,5,0,24171256,2837557,0,0,0
35909817,1,0,16,1,86432590,122342407,1,0,1
36681071,0,3,23,1,99406366,62725295,0,2,1
34552938,0,1,23,0,74580343,40027405,1,2,1
55121682,1,5,2,1,44639552,99761234,0,2,1
22511188,0,3,7,1,67097712,44586524,1,0,0
55992859,0,3,12,0,34189271,-21803588,1,0,1
38262537,0,2,1,1,6043148,-32219389,1,2,0
14633375,0,4,15,1,38107635,23474260,0,2,0
48239224,0,4,6,0,9180338,-39058886,1,1,0
57527898,0,2,14,0,21589269,-35938629,1,1,1
6114622,0,3,4,0,72323346,66208724,1,0,0
6410070,1,4,12,0,16202868,22612938,1,0,0
15361443,0,4,0,0,68145195,52783752,1,1,0
7986136,1,3,19,1,53609818,61595954,0,2,1
9280117,0,3,4,1,59149667,49869550,1,1,0
18267485,1,5,3,1,56545257,74812742,1,0,1
46759323,0,0,13,0,26680068,-20079255,0,0,0
47370614,0,4,17,0,15375428,-31995186,0,2,0
16102893,0,2,21,1,37265254,21162361,1,0,1
22409261,0,4,23,0,87564457,65155196,1,2,1
21154508,0,1,16,1,22992485,1837977,0,2,0
46611973,0,5,18,0,70408126,23796153,0,2,1
49706979,1,2,9,0,76475383,126182362,0,1,0
20541410,0,1,11,1,65400888,44859478,1,1,0
844949,1,0,15,0,56270275,57115224,1,1,0
20464105,1,4,20,0,72998082,93462187,1,1,1
14806927,0,4,7,0,49269403,34462476,0,1,0
57630881,1,2,5,1,50897603,108528484,1,0,1
19346824,1,2,5,1,936368,20283192,1,0,1
35074872,0,4,15,0,4926131,-30148741,0,0,1
17644209,1,4,5,0,25006352,42650561,0,1,0
23343457,1,4,4,1,87010525,110353982,1,1,1
47526986,0,0,4,0,52771858,5244872,1,1,0
46655489,1,0,0,1,1566875,48222364,1,2,1
48011590,0,3,11,1,93362143,45350553,1,2,0
43465562,0,5,14,1,68249258,24783696,1,2,1
55062878,1,5,22,1,42429721,97492599,1,2,1
8094765,1,1,21,1,92203768,100298533,0,0,1
13617741,0,1,11,1,38601664,24983923,1,1,0
7839719,1,2,13,0,42532306,50372025,0,2,0
1658889,1,0,16,1,94132703,95791592,1,0,0
1594032,1,0,13,0,85000056,86594088,0,2,0
54350975,0,2,9,1,11529121,-42821854,0,1,1
40893188,0,2,10,1,23169173,-17724015,0,2,0
39743110,0,2,14,1,25285148,-14457962,1,2,0
6902474,0,5,7,1,31104213,24201739,0,2,0
11515468,0,5,8,0,38411867,26896399,1,2,0
33457645,1,5,15,0,74297573,107755218,0,2,0
24571974,0,4,1,1,16778435,-7793539,1,1,0
8362158,1,5,21,0,60043844,68406002,0,1,1
49265328,1,5,12,0,67229576,116494904,1,2,0
35625305,0,2,21,0,99028632,63403327,0,1,1
28707084,1,0,0,0,26705267,55412351,0,2,0
22973361,1,5,9,0,56117120,79090481,1,1,0
58242934,0,5,10,0,24633072,-33609862,0,0,1
43918247,0,4,3,0,72632668,28714421,0,2,0
41409657,1,1,23,0,3808273,45217930,0,1,1
6699468,0,2,2,1,9186025,2486557,1,0,1
54131720,1,5,5,1,10375498,64507218,1,2,1
55195712,1,4,8,1,5423280,60618992,1,0,1
17129079,0,4,19,0,87234680,70105601,1,0,1
47785753,1,2,22,1,22067440,69853193,1,1,1
8180293,1,2,7,1,60595347,68775640,1,0,1
33660630,1,5,10,0,14833581,48494211,0,1,0
38554372,0,1,9,1,88594984,50040612,1,1,0
20328253,1,2,12,1,86187944,106516197,0,0,1
8550542,0,0,11,1,18044711,9494169,0,1,0
47952300,1,4,16,1,67087620,115039920,1,2,1
24200106,0,5,19,1,36809962,12609856,0,1,1
18424253,0,3,14,0,98758330,80334077,1,0,0
52311865,0,3,18,1,31982105,-20329760,0,2,1
9063098,0,2,11,0,22701264,13638166,0,0,0
3343149,1,4,7,0,32339618,35682767,0,0,0
